,0,1,target
0,2.0124774892995037,1.4085408758236708,0
1,0.12489903427650731,1.2354329543193852,0
2,1.998752860142721,7.778329720597694,0
3,0.5829822802942843,6.617637496541872,0
4,0.3710398535635195,0.662691770559461,0
5,2.330020614421475,0.07638172305581087,0
6,1.5860585220732504,2.2036722824548285,0
7,1.8777465415850843,5.9362907572103625,0
8,3.2489963311367926,3.9401142126754185,0
9,0.6049298412368103,0.6850313022889384,0
10,0.72824607369748,4.2255341572711185,0
11,1.9490249320248578,8.702716499368073,0
12,3.5955834991979128,9.500224890964814,0
13,4.533115969372363,1.6534422320512636,0
14,0.09279722283608946,2.107979965276479,0
15,5.738881449914497,1.950157941356941,0
16,8.114773429132184,3.6378496706251062,0
17,7.23852173232776,0.7089729074504991,0
18,5.766835396212146,6.2780815733941555,0
19,0.12396706391157714,7.300290679337662,0
20,3.7305428855531146,2.048976803539672,0
21,2.0207345655361366,4.81638552747819,0
22,2.0120251436098937,4.990081278015314,0
23,0.13748523740363414,2.091554665992192,0
24,4.0562018884944,0.6861120222230345,0
25,6.986034444131318,1.2934986965805868,0
26,7.104637495584084,0.12277277055940264,0
27,4.003070154889364,2.533484519852683,0
28,0.005730517024017797,0.9205390279525879,0
29,2.4543145260058004,0.6783975419488811,0
30,0.9645425723920328,7.478489062216327,0
31,3.6607423932716268,0.009646220839458021,0
32,4.210126965707059,0.13799876536767178,0
33,9.349599401310261,7.087612206069474,0
34,0.19082999156679809,1.2375969999477412,0
35,2.231414530875877,3.046110030721265,0
36,3.8147148174444014,0.31735867582866983,0
37,6.715580847908812,2.696354191800506,0
38,10.979322497527757,2.921176161634662,0
39,1.6583558322846161,2.7678502453258664,0
40,1.1382256138386966,18.075905038557657,0
41,0.44800677870237016,3.398841742244989,0
42,0.010506594407434294,3.009968689120453,0
43,1.0346296278964984,0.05016695974163733,0
44,6.902175055522685,7.52509062953732,0
45,1.488910122049834,0.25820581411880633,0
46,2.0845314266872195,1.9927942276435384,0
47,2.7062660026811343,6.460618114020872,0
48,3.9960455262784653,5.9884112313530835,0
49,5.789331938572342,2.202348951449198,0
50,5.556931196319772,4.022796713771536,0
51,7.71402635961442,1.5538058444094283,0
52,1.0994715534379966,1.413729286826957,0
53,3.9305150593777904,4.887299977161304,0
54,3.42957577254196,4.214760532567765,0
55,0.4943039351135769,3.7504405566067356,0
56,3.6939804077489384,0.46711437485692753,0
57,2.7360370769732913,0.6390242283921473,0
58,2.7264147399195795,2.962403060421037,0
59,0.0022920787833844965,2.792348529995402,0
60,0.6457499902560724,0.012932855667896816,0
61,7.008894355861636,5.473795688288778,0
62,0.9855443557376213,0.004616188338899858,0
63,0.8514497922085863,0.36792796034808184,0
64,1.8918999198801243,0.4530176719164538,0
65,0.3787876708179937,9.047335956168123,0
66,0.3845614015466236,0.43474346266484704,0
67,1.255631714153499,3.8498909169135707,0
68,3.5209809725363295,0.9558683405414481,0
69,4.55638500872678,2.073585930202164,0
70,0.26591339841717626,0.05966022030965406,0
71,1.6397084808548346,1.0210313170059822,0
72,3.341651263026366,0.021059301884411304,0
73,1.0015919791592915,1.0728410290762542,0
74,1.208057032711767,3.011407506610217,0
75,0.30267284139812023,3.6549464757307977,0
76,0.07166402329097327,2.969756466153111,0
77,2.048834740078131,2.086781874994049,0
78,0.49913775205222427,0.0025751513605223953,0
79,1.2378674246219068,0.7313998050979821,0
80,3.432766251296508,5.382383292412516,0
81,11.517216485833544,2.3113077162866142,0
82,1.1341361554496436,3.4329941392755385,0
83,4.730865122223549,0.005073445295368248,0
84,3.4850034038025646,1.3174837009499467,0
